[2025-07-28T22:47:16.456+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-05-05T00:00:00+00:00 [queued]>
[2025-07-28T22:47:16.466+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-05-05T00:00:00+00:00 [queued]>
[2025-07-28T22:47:16.467+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2025-07-28T22:47:16.479+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-05-05 00:00:00+00:00
[2025-07-28T22:47:16.481+0000] {standard_task_runner.py:57} INFO - Started process 431 to run task
[2025-07-28T22:47:16.484+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-05-05T00:00:00+00:00', '--job-id', '468', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpsxp996r8']
[2025-07-28T22:47:16.487+0000] {standard_task_runner.py:85} INFO - Job 468: Subtask generate_txn_fact_data
[2025-07-28T22:47:16.522+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-05-05T00:00:00+00:00 [running]> on host 3d064542141b
[2025-07-28T22:47:16.573+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-05-05T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-05-05T00:00:00+00:00'
[2025-07-28T22:47:16.575+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.3', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.3', 9092) IPv4]
[2025-07-28T22:47:16.576+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka_broker:9092 <checking_api_versions_recv> [IPv4 ('172.19.0.3', 9092)]>: Broker version identified as 2.5
[2025-07-28T22:47:16.577+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.3', 9092)]>: Connection complete.
[2025-07-28T22:47:16.680+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.3', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.3', 9092) IPv4]
[2025-07-28T22:47:16.680+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.3', 9092)]>: Connection complete.
[2025-07-28T22:47:16.681+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.3', 9092)]>: Closing connection. 
[2025-07-28T22:47:16.681+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000001', 'transaction_date': 1730242036579, 'account_id': 'A00001', 'customer_id': 'C00051', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00041', 'transaction_amount': 85086.06, 'exchange_rate': 0.478}
[2025-07-28T22:47:16.682+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000002', 'transaction_date': 1722293236682, 'account_id': 'A00067', 'customer_id': 'C00057', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00036', 'transaction_amount': 70227.48, 'exchange_rate': 0.8848}
[2025-07-28T22:47:16.682+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000003', 'transaction_date': 1753138036682, 'account_id': 'A00005', 'customer_id': 'C00039', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00024', 'transaction_amount': 24174.68, 'exchange_rate': 0.6522}
[2025-07-28T22:47:16.683+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000004', 'transaction_date': 1745016436683, 'account_id': 'A00019', 'customer_id': 'C00097', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00014', 'transaction_amount': 60513.39, 'exchange_rate': 0.6798}
[2025-07-28T22:47:16.683+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000005', 'transaction_date': 1733698036683, 'account_id': 'A00084', 'customer_id': 'C00078', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00048', 'transaction_amount': 82414.5, 'exchange_rate': 0.1629}
[2025-07-28T22:47:16.684+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000006', 'transaction_date': 1722379636684, 'account_id': 'A00010', 'customer_id': 'C00034', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00013', 'transaction_amount': 9634.45, 'exchange_rate': 0.7222}
[2025-07-28T22:47:16.685+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000007', 'transaction_date': 1735426036684, 'account_id': 'A00059', 'customer_id': 'C00016', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00070', 'transaction_amount': 42536.99, 'exchange_rate': 0.7518}
[2025-07-28T22:47:16.685+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000008', 'transaction_date': 1745794036685, 'account_id': 'A00065', 'customer_id': 'C00023', 'transaction_type': 'Withdraw', 'currency': 'EUR', 'branch_id': 'B00011', 'transaction_amount': 1364.66, 'exchange_rate': 0.661}
[2025-07-28T22:47:16.685+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000009', 'transaction_date': 1731106036685, 'account_id': 'A00088', 'customer_id': 'C00067', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00084', 'transaction_amount': 95931.83, 'exchange_rate': 1.4867}
[2025-07-28T22:47:16.685+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000010', 'transaction_date': 1728168436685, 'account_id': 'A00025', 'customer_id': 'C00035', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00094', 'transaction_amount': 58464.17, 'exchange_rate': 1.0484}
[2025-07-28T22:47:16.686+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000011', 'transaction_date': 1745275636686, 'account_id': 'A00046', 'customer_id': 'C00033', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00003', 'transaction_amount': 84405.64, 'exchange_rate': 1.4884}
[2025-07-28T22:47:16.686+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000012', 'transaction_date': 1748558836686, 'account_id': 'A00011', 'customer_id': 'C00091', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00007', 'transaction_amount': 22237.17, 'exchange_rate': 0.9794}
