[2025-07-28T22:47:28.218+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-06-11T00:00:00+00:00 [queued]>
[2025-07-28T22:47:28.223+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-06-11T00:00:00+00:00 [queued]>
[2025-07-28T22:47:28.224+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 1
[2025-07-28T22:47:28.255+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-06-11 00:00:00+00:00
[2025-07-28T22:47:28.257+0000] {standard_task_runner.py:57} INFO - Started process 543 to run task
[2025-07-28T22:47:28.262+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-06-11T00:00:00+00:00', '--job-id', '505', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator.py', '--cfg-path', '/tmp/tmpqpcd_vam']
[2025-07-28T22:47:28.264+0000] {standard_task_runner.py:85} INFO - Job 505: Subtask generate_txn_fact_data
[2025-07-28T22:47:28.313+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-06-11T00:00:00+00:00 [running]> on host 3d064542141b
[2025-07-28T22:47:28.370+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='GGCODE' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-06-11T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-06-11T00:00:00+00:00'
[2025-07-28T22:47:28.374+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.3', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.3', 9092) IPv4]
[2025-07-28T22:47:28.376+0000] {conn.py:618} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka_broker:9092 <checking_api_versions_recv> [IPv4 ('172.19.0.3', 9092)]>: Broker version identified as 2.5
[2025-07-28T22:47:28.377+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.3', 9092)]>: Connection complete.
[2025-07-28T22:47:28.481+0000] {conn.py:396} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.19.0.3', 9092)]>: connecting to kafka_broker:9092 [('172.19.0.3', 9092) IPv4]
[2025-07-28T22:47:28.481+0000] {conn.py:457} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.3', 9092)]>: Connection complete.
[2025-07-28T22:47:28.482+0000] {conn.py:945} INFO - <BrokerConnection client_id=kafka-python-producer-1, node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.19.0.3', 9092)]>: Closing connection. 
[2025-07-28T22:47:28.483+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000001', 'transaction_date': 1725576448378, 'account_id': 'A00050', 'customer_id': 'C00025', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00093', 'transaction_amount': 7352.39, 'exchange_rate': 0.4392}
[2025-07-28T22:47:28.485+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000002', 'transaction_date': 1734475648485, 'account_id': 'A00073', 'customer_id': 'C00089', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00066', 'transaction_amount': 84041.22, 'exchange_rate': 0.4317}
[2025-07-28T22:47:28.486+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000003', 'transaction_date': 1748472448486, 'account_id': 'A00043', 'customer_id': 'C00039', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00009', 'transaction_amount': 89178.64, 'exchange_rate': 1.1848}
[2025-07-28T22:47:28.486+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000004', 'transaction_date': 1726526848486, 'account_id': 'A00060', 'customer_id': 'C00030', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00074', 'transaction_amount': 93756.26, 'exchange_rate': 0.4175}
[2025-07-28T22:47:28.487+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000005', 'transaction_date': 1740350848487, 'account_id': 'A00012', 'customer_id': 'C00017', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00017', 'transaction_amount': 80154.92, 'exchange_rate': 1.1962}
[2025-07-28T22:47:28.488+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000006', 'transaction_date': 1724971648487, 'account_id': 'A00084', 'customer_id': 'C00003', 'transaction_type': 'Withdraw', 'currency': 'GBP', 'branch_id': 'B00039', 'transaction_amount': 88190.73, 'exchange_rate': 0.3979}
[2025-07-28T22:47:28.489+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000007', 'transaction_date': 1735339648488, 'account_id': 'A00045', 'customer_id': 'C00065', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00011', 'transaction_amount': 81379.51, 'exchange_rate': 0.8217}
[2025-07-28T22:47:28.489+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000008', 'transaction_date': 1740350848489, 'account_id': 'A00035', 'customer_id': 'C00003', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00097', 'transaction_amount': 91581.45, 'exchange_rate': 0.0281}
[2025-07-28T22:47:28.490+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000009', 'transaction_date': 1738622848490, 'account_id': 'A00033', 'customer_id': 'C00068', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00079', 'transaction_amount': 3071.5, 'exchange_rate': 0.6896}
[2025-07-28T22:47:28.490+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000010', 'transaction_date': 1745707648490, 'account_id': 'A00037', 'customer_id': 'C00021', 'transaction_type': 'Withdraw', 'currency': 'EUR', 'branch_id': 'B00045', 'transaction_amount': 31224.07, 'exchange_rate': 1.1801}
[2025-07-28T22:47:28.491+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000011', 'transaction_date': 1747867648490, 'account_id': 'A00017', 'customer_id': 'C00005', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00098', 'transaction_amount': 36936.06, 'exchange_rate': 1.1884}
[2025-07-28T22:47:28.491+0000] {kafka_operator.py:55} INFO - Sent transaction {'transaction_id': 'T000012', 'transaction_date': 1745102848491, 'account_id': 'A00003', 'customer_id': 'C00046', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00099', 'transaction_amount': 80938.99, 'exchange_rate': 0.965}
